name,album,artist,release_date,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
What Makes You Beautiful,NRJ 200% Hits 2012,Various Artists,2012-01-01,0,049rbQFWg5J85XAhtWTzL8,0.688,0.806,4,-2.628,1,0.0921,0.0102,0.0,0.104,0.85,125.006,199133,4
Payphone,Overexposed Track By Track,Maroon 5,2012-01-01,82,1XGmzt0PVuFgQYYnV2It7A,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,231173,4
There's Nothing Holdin' Me Back,Illuminate (Deluxe),Shawn Mendes,2017-04-20,0,79cuOz3SPQTuFrp8WgftAu,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,199440,4
I Knew You Were Trouble,I Knew You Were Trouble.,Taylor Swift,2012-01-01,0,21K6jcmZPktm7MftqfLfLg,0.602,0.465,6,-6.762,1,0.0367,0.00572,5.34e-06,0.033,0.664,154.076,219720,4
Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,2017-03-16,73,1x5sYLZiu9r5E43kMlt9f8,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,4
Scars To Your Beautiful,Know-It-All (Deluxe),Alessia Cara,2016-03-11,75,42ydLwx4i5V49RXHOozJZq,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,230227,4
She Looks So Perfect,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,73,1gugDOSMREb34Xo0c1PlxM,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,202496,4
Drag Me Down,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,79,2K87XMYnUMqLcX3zvtAF4G,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,4
Shower,Shower,Becky G,2014-04-23,77,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206167,4
Stitches,Handwritten,Shawn Mendes,2015-04-14,77,3zkWCteF82vJwv0hRLba76,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,206880,4
Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,Gym Class Heroes,2011-11-11,81,0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,4
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2016-01-29,79,06KyNuuMOX1ROXRhj787tj,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4
Closer,Closer,The Chainsmokers,2016-07-29,83,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4
Rude,Don't Kill the Magic,MAGIC!,2014-06-25,79,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,4
Locked Away (feat. Adam Levine),What Dreams Are Made Of,R. City,2015-10-09,76,7x5xYW5W42OGPAdHUyyguy,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,227480,5
If I Can't Have You,If I Can't Have You,Shawn Mendes,2019-05-03,73,6LsAAHotRLMOHfCsSfYCsz,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,190800,4
Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,0,3hB5DgAiMAQ4DzYbsMq1IT,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,4
Black Magic,Now That's What I Call Music! 91,Various Artists,2015-07-24,0,7FtLZygO3k5bz49x02dQO7,0.775,0.885,4,-5.023,1,0.061,0.033,0.0,0.312,0.82,111.997,212720,4
Bad Blood,1989,Taylor Swift,2014-01-01,73,0TvQLMecTE8utzoNmvXRbK,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,211933,4
Mirrors,The 20/20 Experience - The Complete Experience,Justin Timberlake,2013-09-27,0,3V2xoX4Ap0ZX9WN8ckSlD4,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,4
Adore You,Fine Line,Harry Styles,2019-12-13,84,3jjujdWJ72nww5eGnfs2E7,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4
Counting Stars,Native,OneRepublic,2013-01-01,82,2tpWsVSb9UEmDRxAl1zhX1,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,257267,4
Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,76,1wVuPmvt6AWvTL5W2GJnzZ,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,217867,4
Sugar,V,Maroon 5,2015-05-15,0,7cUVAbs6wouV3lgAIvcvYO,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4
Shout Out to My Ex,Glory Days: The Platinum Edition,Little Mix,2017-11-24,1,1pwo8l3Ko7idwaz4LVUEC4,0.773,0.747,5,-4.061,1,0.0889,0.0239,8.23e-06,0.11,0.8,126.014,246240,4
The Middle,The Middle,Zedd,2018-01-23,79,09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4
We Are Never Ever Getting Back Together,Red (Deluxe Edition),Taylor Swift,2012-10-22,59,6kISMRfweKSvgHR0urMQFG,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,193147,4
Dusk Till Dawn (feat. Sia) - Radio Edit,Dusk Till Dawn (feat. Sia) [Radio Edit],ZAYN,2017-09-07,77,1j4kHkkpqZRBwE0A4CN4Yv,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,239000,4
I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,2019-05-10,77,3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4
Domino,NRJ 200% Hits 2012,Various Artists,2012-01-01,0,7C2fAp0Sh323XNHCcqYXaz,0.75,0.608,7,-4.076,1,0.0439,0.0228,3.76e-06,0.056,0.842,127.023,231307,4
Something Just Like This,Something Just Like This,The Chainsmokers,2017-02-22,73,1dNIEtp7AY3oDAKCGg2XkH,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,247627,4
Memories,Memories,Maroon 5,2019-09-20,32,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,4
Mercy,Illuminate (Deluxe),Shawn Mendes,2017-04-20,77,0AS63m1wHv9n4VVRizK6Hc,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,208733,4
"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay,2019-10-04,77,2wrJq5XKLnmhRXHIAf9xBa,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4
Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,2012-12-07,85,3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,4
Youngblood,Youngblood (Deluxe),5 Seconds of Summer,2018-06-15,80,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4
Cool for the Summer,Confident,Demi Lovato,2015-01-01,85,3uwnnTQcHM1rDqSfA4gQNz,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740,4
Set Fire to the Rain,21,Adele,2011-01-19,1,3CKCZ9pfwAfoMZlMncA1Nc,0.61,0.683,2,-3.879,0,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,241693,4
Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),Ed Sheeran,2019-06-28,75,4evmHXcjt3bTUHD1cvny97,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,197867,4
Animals,V (Deluxe),Maroon 5,2015-05-18,61,16pwlVsypm4aDKMhXdOuXg,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,4
Sucker,Sucker,Jonas Brothers,2019-03-01,4,4y3OI86AEP6PQoDE6olYhO,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181040,4
Say You Won't Let Go,Say You Won't Let Go,James Arthur,2016-09-09,67,1Pw5C4N6Fn5E4mGCxmbbVa,0.4,0.564,10,-7.444,1,0.0523,0.693,0.0,0.0863,0.483,99.269,211240,4
The Nights,The Days / Nights,Avicii,2014-01-01,84,0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,176658,4
IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,77,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,4
Never Really Over,Never Really Over,Katy Perry,2019-05-31,71,5PYQUBXc7NYeI1obMKSJK0,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,4
Wolves,Wolves,Selena Gomez,2017-10-25,78,0tBbt8CrmxbjRP0pueQkyU,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,197993,4
Photograph,x (Deluxe Edition),Ed Sheeran,2014-06-21,82,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4
Call Me Maybe,Kiss,Carly Rae Jepsen,2012-01-01,78,20I6sIOMTCkB6w7ryavxtO,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,4
Into You,Dangerous Woman,Ariana Grande,2016-05-20,3,2meEiZKWkiN28gITzFwQo5,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244453,4
ME! (feat. Brendon Urie of Panic! At The Disco),Lover,Taylor Swift,2019-08-23,75,2Rk4JlNc2TPmZe2af99d45,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,193000,4
Without Me,Without Me,Halsey,2018-10-04,77,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
Sorry,Sorry,Justin Bieber,2015-10-23,0,2GpHJb7xGNBaIDTrBxjIu6,0.665,0.759,0,-3.694,0,0.0399,0.0767,0.0,0.313,0.389,99.992,200787,4
Dear Future Husband,Now That's What I Call Music! 91,Various Artists,2015-07-24,0,7n9yUpEJ040pu49vmM1w1k,0.657,0.776,1,-4.964,1,0.154,0.366,0.0,0.277,0.84,79.477,185080,4
A Sky Full of Stars,Ghost Stories,Coldplay,2014-05-19,79,0FDzzruyVECATHXKHFs9eJ,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,4
Glad You Came,Battleground (Deluxe Edition),The Wanted,2011-01-01,77,5yDL13y5giogKs2fSNf7sj,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,197936,4
YOUTH,YOUTH,Troye Sivan,2015-11-13,0,3nRmuCfXdEDIPGX7pXBtto,0.627,0.749,7,-4.453,1,0.0415,0.0526,0.0,0.0763,0.608,91.522,185194,4
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,2016-12-09,0,3NdDpSvN911VPGivFlV5d0,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200,4
"Flashlight - From ""Pitch Perfect 2"" Soundtrack","Flashlight (From ""Pitch Perfect 2"" Soundtrack)",Jessie J,2015-04-14,0,6qC8Jj1XOxknPm8N7EbzKX,0.458,0.623,5,-7.109,1,0.0505,0.322,5.08e-06,0.11,0.417,147.635,208666,4
I Really Like You,Emotion,Carly Rae Jepsen,2015-08-21,0,7tRfXqwVVTVJ9okC2AxkLe,0.624,0.819,5,-4.697,1,0.0416,0.00575,0.000105,0.256,0.545,122.064,204773,4
Teenage Dream,Teenage Dream,Katy Perry,2010-08-24,68,235LXPXfi0SmOaS9TaCh3c,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,227741,4
Lush Life,So Good,Zara Larsson,2017-03-17,76,1rIKgCH4H52lrvDcz50hS8,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,201122,4
When We Were Young,When We Were Young,Adele,2016-02-05,0,7ilS0BPWS8ek2P2GaxH3cP,0.377,0.595,3,-5.936,1,0.0489,0.303,0.0,0.095,0.264,144.464,290900,4
Stronger (What Doesn't Kill You),Stronger (Deluxe Version),Kelly Clarkson,2011-10-24,74,1nInOsHbtotAmEOQhtvnzP,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,221947,4
Attention,Attention,Charlie Puth,2017-04-20,0,4iLqG9SeJSnt0cSPICSjxv,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,4
Shut Up and Dance,Now That's What I Call Music! 91,Various Artists,2015-07-24,0,79m3gsQ2Ab1bhADmew8N2L,0.576,0.876,1,-3.82,1,0.0641,0.00651,1.25e-06,0.271,0.613,128.04,198720,4
Happier,÷ (Deluxe),Ed Sheeran,2017-03-03,79,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,207520,4
Good Time,Good Time,Owl City,2012-01-01,47,02GjIfCpwttPAikjm5Hwcb,0.567,0.887,3,-4.253,1,0.128,0.0295,6.38e-06,0.297,0.654,126.057,206987,4
Fight Song,Wildfire,Rachel Platten,2016-01-01,76,37f4ITSlgPX81ad2EvmVQr,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,204013,4
Señorita,Shawn Mendes (Deluxe),Shawn Mendes,2019-06-19,78,6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800,4
Firework,Teenage Dream,Katy Perry,2010-08-30,0,3Kc1TDpaMfq6DBt4Gz3Pq1,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,227893,4
Starving,HAIZ,Hailee Steinfeld,2016-08-19,36,6875MeXyCW0wLyT72Eetmo,0.668,0.613,4,-4.225,1,0.102,0.414,0.0,0.102,0.498,99.852,181933,4
Send My Love (To Your New Lover),25,Adele,2015-11-20,1,3KZcrZ36LW9RnChK1iIkth,0.688,0.532,6,-8.361,0,0.0875,0.0356,3.08e-06,0.172,0.565,164.068,223079,4
One Call Away,Nine Track Mind,Charlie Puth,2016-01-29,64,7soJgKhQTO8hLP2JPRkL5O,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,194453,4
Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,84,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4
Dance with Me Tonight,In Case You Didn't Know,Olly Murs,2011-11-28,70,1FSWSs9CL01RCYxXtm08Rf,0.672,0.748,11,-5.922,0,0.0589,0.305,0,0.0811,0.964,163.984,202227,4
What Makes You Beautiful,Up All Night,One Direction,2012-05-25,82,4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,199987,4
Wings,DNA: The Deluxe Edition,Little Mix,2012,0,77W6VUoJdasCQgjc5DW19q,0.738,0.875,7,-3.141,1,0.127,0.000673,0.000556,0.285,0.538,114.962,219733,4
True Love (feat. Lily Allen),The Truth About Love,P!nk,2012-09-18,70,1QNqrsNQ1JVLEwncov3lEY,0.457,0.823,9,-4.76,1,0.311,0.00144,0,0.108,0.578,192.205,230733,4
My Life Would Suck Without You,All I Ever Wanted,Kelly Clarkson,2009-03-06,67,4Dm32oO01YpIubCHaAtKkN,0.526,0.882,9,-4.006,1,0.0509,0.0014,0,0.144,0.424,144.982,211493,4
Sexy Lady,Alive (Deluxe Edition),Jessie J,2013-01-01,0,6DJt4UcrXLpyOSABGnLqCI,0.707,0.836,9,-7.088,1,0.0447,0.00578,1.03e-05,0.0707,0.938,128.001,193507,4
Higher,Finest Selection: The Greatest Hits,The Saturdays,2014-01-01,44,5OXwaPptL6NFHFJj48c2QT,0.668,0.899,10,-2.86,1,0.0521,0.0852,0,0.394,0.658,117.022,198671,4
Just Dance,The Fame Monster (UK Deluxe),Lady Gaga,2009-01-01,32,5IC6hMJ8twaEYLF0gMknMb,0.822,0.737,1,-4.542,0,0.0314,0.0261,4.19e-05,0.18,0.753,118.994,241933,4
Release Me,Dance Love Pop,Agnes,2010-01-01,1,64JFjJB7PMlpNHkbvblNOv,0.618,0.92,2,-3.124,0,0.0334,0.00607,0.000106,0.123,0.742,127.99,255720,4
Troublemaker (feat. Flo Rida),Right Place Right Time (Deluxe Edition),Olly Murs,2012,0,4g858LeET1BwbVjKiWsvTv,0.762,0.863,0,-3.689,0,0.0565,0.015,0,0.125,0.965,106.008,185587,4
Love Story,Fearless,Taylor Swift,2008-11-11,0,5MONKNdpMcrynzmq5sMkB0,0.62,0.639,2,-5.398,1,0.0285,0.0186,0.00011,0.206,0.34,119.055,233933,4
Last Friday Night (T.G.I.F.),Teenage Dream,Katy Perry,2010-08-24,71,3oHNJECGN3bBoGXejlw2b1,0.652,0.812,3,-3.797,0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,230733,4
Valerie (feat. Amy Winehouse) - Version Revisited,Version Digital Edition,Mark Ronson,2007-06-22,50,1UxisKljksGRNwJBPp4Tri,0.699,0.83,1,-4.898,1,0.0633,0.00243,0.00024,0.0995,0.889,105.809,219413,4
Baby,My Worlds (International Version),Justin Bieber,2010-01-01,0,2eJ8ij1T3cNUKiGdcUvKhy,0.73,0.848,5,-5.262,0,0.101,0.0494,0,0.133,0.559,65.025,213973,4
Domino,Who You Are (Deluxe Edition),Jessie J,2011-01-01,42,7kg7gCtbQF6zPk0dKpsWTY,0.758,0.557,7,-4.568,1,0.034,0.0117,0,0.0418,0.781,126.986,231840,4
Kiss You,Take Me Home: Yearbook Edition,One Direction,2012-11-09,0,0AkQbXGN4KG34TS7xLrM68,0.63,0.934,4,-2.559,1,0.0589,0.0186,0,0.324,0.905,89.992,182960,4
Only Girl (In The World),Loud,Rihanna,2010-11-16,72,0AH6WMe3OlAlUb5miXt2FQ,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,235493,4
Bad Romance,The Fame Monster (UK Deluxe),Lady Gaga,2009-01-01,44,5WFIK6GKHpNXfjlH3BSnep,0.693,0.924,0,-3.711,1,0.0392,0.0034,4.4e-05,0.0926,0.715,118.983,294467,4
Raise Your Glass,Raise Your Glass,P!nk,2010-10-06,0,12lZTPlXwUtrQuhEty6098,0.7,0.695,7,-4.973,1,0.0897,0.00629,0,0.0319,0.633,122.028,203333,4
When You're Looking Like That - Single Remix,Coast To Coast (Expanded Edition),Westlife,2000,60,5t3oszlshIPTzpAwcCMqgw,0.597,0.945,6,-3.845,1,0.0497,0.018,0,0.0654,0.939,147.908,232827,4
Push The Button,Taller In More Ways,Sugababes,2005,64,3EDS89HeAhHiZKlljciK0a,0.962,0.66,8,-5.096,1,0.061,0.0485,0,0.076,0.814,126.016,218093,4
Love Machine,What Will The Neighbours Say?,Girls Aloud,2004-01-01,0,4G2CzdlKW7Ntk42eyN7hBe,0.663,0.95,7,-4.21,1,0.0621,0.00127,0.00492,0.0753,0.697,116.02,205360,4
Umbrella,Good Girl Gone Bad (Deluxe),Rihanna,2008-01-01,37,4ywSrmvEIb6cyr3ELUVCHb,0.581,0.827,1,-4.566,1,0.141,0.0101,0,0.0522,0.549,174.013,275987,4
The Edge Of Glory,Born This Way (International Special Edition Version),Lady Gaga,2011-05-23,66,57F80059mWaWFvWG3tBTbO,0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952,320547,4
Best Song Ever,Midnight Memories (Deluxe),One Direction,2013-11-25,75,5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,1,-2.986,1,0.0465,0.0227,0,0.0789,0.486,118.491,200107,4
About You Now,Change,Sugababes,2007-01-01,0,2lJgtPpvgs4wKY5ngX1BQ9,0.585,0.698,1,-6.03,0,0.038,6.46e-05,5.2e-05,0.528,0.605,82.476,212400,4
22,Red,Taylor Swift,2012-10-22,0,5ybJm6GczjQOgTqmJ0BomP,0.662,0.736,7,-6.511,1,0.0374,0.00274,0.000844,0.0464,0.674,104.003,232120,4
She's So Lovely,Scouting For Girls,Scouting For Girls,2007-09-14,0,0IfvvQWe8SjqiCYOMvvnwK,0.504,0.859,0,-3.335,1,0.0624,0.0673,0,0.0468,0.643,167.125,223813,4
Since U Been Gone,Breakaway,Kelly Clarkson,2004,40,6bHfdV6JWdB9HxBs4yqz50,0.658,0.744,0,-5.367,1,0.0331,0.00183,0.0481,0.115,0.398,131.036,188893,4
Price Tag,Who You Are (Deluxe Edition),Jessie J,2011-01-01,40,2Zb61Z5WIsb7R6CH19mjHm,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,223053,4
Firework,Teenage Dream,Katy Perry,2010-08-24,72,1mXuMM6zjPgjL4asbBsgnt,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893,4
Moves Like Jagger,Singles,Maroon 5,2015-11-20,49,5XaJydtltOhMpNGq0o5Oal,0.72,0.751,11,-4.484,0,0.0462,0.0113,0,0.353,0.599,128.017,202627,4
Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,2003-03-10,72,0TwBtDAWpkpM3srywFVOV5,0.664,0.758,2,-6.583,0,0.21,0.00238,0,0.0598,0.701,99.259,235933,4
Born This Way,Born This Way (International Special Edition Version),Lady Gaga,2011-05-23,72,30XU4suKzCeoCK9YFzdufg,0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.494,123.907,260253,4
Forget You,The Lady Killer (The Platinum Edition),CeeLo Green,2010-11-09,56,6zKMARmU2Ue50cucKnIUR6,0.696,0.875,0,-3.682,1,0.0649,0.134,0,0.159,0.772,127.39,222733,4
Titanium (feat. Sia),Nothing but the Beat Ultimate,David Guetta,2011-08-24,63,2dOTkLZFbpNXrhc24CnTFd,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,4
Dynamite,Rokstarr,Taio Cruz,2010-01-01,0,4H3KRbwvSrXGxYdnUlxGn0,0.75,0.82,4,-3.197,1,0.0964,0.00551,0,0.0374,0.802,119.981,203867,4
